;93.979237;12.010207
;86.945834;13.010207
;90.594001;14.010207
;92.668268;15.010207
;93.931036;16.010207
;93.674555;17.010207
;85.498876;18.010207
;81.229000;19.010207
;97.193971;20.010207
;101.180376;21.010207
;104.184762;22.010207
;96.388769;23.010207
;87.834226;24.010207
;83.534684;25.010207
;79.742810;26.010207
;76.588802;27.010207
;83.093382;28.010207
;87.426114;29.010207
;92.828727;30.010207
;102.282646;31.010207
;112.441536;32.010207
;100.301544;33.010207
;95.227789;34.010207
;95.267337;35.010207
;91.078655;36.010207
;89.036477;37.010207
;93.705991;38.010207
;99.980345;39.010207
;100.130707;40.010207
;106.199759;41.010207

;76.021449;59.010207
;71.678204;60.010207
;68.349902;61.010207
;67.460071;62.010207
;69.208426;63.010207
;71.820571;64.010207
;71.420487;65.010207
;73.017747;66.010207
;98.262151;67.010207
;105.978741;68.010207
;104.862013;69.010207
;95.652322;70.010207
;95.636599;71.010207
;97.762556;72.010207
;85.257584;73.010207
;77.471372;74.010207
;76.435365;75.010207
;75.336749;76.010207
;77.793141;77.010207
;77.912451;78.010207
;87.638675;79.010207
;90.298769;80.010207
;84.078593;81.010207
;81.699553;82.010207
;77.412101;83.010207
;64.973483;84.010207
;62.184665;85.010207
;66.511180;86.010207
;71.233048;87.010207
;70.277522;88.010207
;68.861887;89.010207
;65.061489;90.010207
;63.301711;91.010207
;77.277054;92.010207
;78.924549;93.010207
;74.438113;94.010207
;71.224507;95.010207
;73.032914;96.010207
;73.874041;97.010207
;76.320825;98.010207
;78.429212;99.010207
;81.120745;100.010207
;83.235347;101.010207

;68.419169;109.010207
;68.075261;110.010207
;68.684437;111.010207
;66.495524;112.010207
;65.344117;113.010207
;65.334317;114.010207
;64.303648;115.010207
;66.510030;116.010207
;68.758323;117.010207
;68.137692;118.010207
;67.508205;119.010207
;64.855059;120.010207
;68.324345;121.010207
;68.703644;122.010207
;66.541984;123.010207
;65.938233;124.010207
;68.262725;125.010207
;68.731624;126.010207
;68.410485;127.010207

;46.913566;147.010207
;44.851691;148.010207
;45.133246;149.010207
;44.000103;150.010207
;38.982501;151.010207
;41.476217;152.010207
;40.786507;153.010207
;39.765345;154.010207
;41.773010;155.010207
;40.349000;156.010207
;40.437241;157.010207
;43.456389;158.010207
;43.949423;159.010207
;46.151858;160.010207
;46.681057;161.010207
;47.091884;162.010207
;47.145303;163.010207
;44.246924;164.010207
;49.581213;165.010207
;46.534646;166.010207
